pquiza|14123243437	|	2013	|	9	|	01	|	198	|	01:198:437	|	1	|	4	|	HLL	|	1
pquiza|14123243437	|	2013	|	9	|	01	|	198	|	01:198:111	|	3	|	4	|	HLL	|	2
sallyfield|14525233687	|	2013	|	9	|	01	|	198	|	01:198:352	|	1	|	4	|	HLL	|	3
achand|48394134323	|	2013	|	9	|	01	|	198	|	01:198:214	|	1	|	4	|	HLL	|	4
jasonkelch|14447103844	|	2013	|	9	|	01	|	198	|	01:198:314	|	2	|	4	|	HLL	|	5
jennrich|54862345153	|	2013	|	9	|	01	|	198	|	01:198:214	|	2	|	4	|	HLL	|	6
jennrich|54862345153	|	2013	|	9	|	01	|	198	|	01:198:334	|	3	|	4	|	HLL	|	7
dougand|53489653241	|	2013	|	9	|	01	|	198	|	01:198:352	|	1	|	2	|	HLL	|	8
kimcalvano|56542395613	|	2013	|	9	|	01	|	198	|	01:198:206	|	1	|	3	|	HLL	|	1
jessquiza|56542535156	|	2013	|	9	|	01	|	198	|	01:198:352	|	2	|	2	|	HLL	|	2
dylkohan|14278963524	|	2013	|	9	|	01	|	198	|	01:198:112	|	1	|	1	|	HLL	|	2
dylkohan|14278963524	|	2013	|	9	|	01	|	198	|	01:198:110	|	5	|	4	|	HLL	|	4
juano|65254232156	|	2013	|	9	|	01	|	198	|	01:198:107	|	2	|	2	|	HLL	|	5
jscalvano|12700000023	|	2013	|	9	|	01	|	198	|	01:198:437	|	1	|	4	|	HLL	|	6
jscalvano|12700000023	|	2013	|	9	|	01	|	198	|	01:198:352	|	1	|	4	|	HLL	|	7
jscalvano|12700000023	|	2013	|	9	|	01	|	198	|	01:198:416	|	2	|	4	|	HLL	|	8
joshbeni|14565234437	|	2013	|	9	|	01	|	198	|	01:198:214	|	2	|	4	|	HLL	|	8
joshbeni|14565234437	|	2013	|	9	|	01	|	198	|	01:198:352	|	1	|	4	|	HLL	|	8
joshbeni|14565234437	|	2013	|	9	|	01	|	198	|	01:198:416	|	2	|	4	|	SEC	|	1
pquiza|14123243437	|	2013	|	9	|	01	|	198	|	01:198:416	|	1	|	4	|	SEC	|	1
pquiza|14123243437	|	2013	|	9	|	01	|	198	|	01:198:352	|	1	|	4	|	SEC	|	2
pquiza|14123243437	|	2012	|	9	|	01	|	198	|	01:198:205	|	2	|	4	|	SEC	|	3
pquiza|14123243437	|	2012	|	9	|	01	|	198	|	01:198:107	|	4	|	4	|	SEC	|	2
sallyfield|14525233687	|	2012	|	9	|	01	|	198	|	01:198:107	|	2	|	3	|	SEC	|	3
achand|48394134323	|	2012	|	9	|	01	|	198	|	01:198:111	|	4	|	2	|	COR	|	1
jasonkelch|14447103844	|	2012	|	9	|	01	|	198	|	01:198:205	|	2	|	2	|	COR	|	2
jennrich|54862345153	|	2012	|	9	|	01	|	198	|	01:198:111	|	1	|	3	|	COR	|	2
jennrich|54862345153		2012	|	9	|	01	|	198	|	01:198:214	|	1	|	4	|	COR	|	3
dougand|53489653241		2012	|	9	|	01	|	198	|	01:198:111	|	2	|	2	|	COR	|	3
kimcalvano|56542395613		2012	|	9	|	01	|	198	|	01:198:205	|	3	|	2	|	COR	|	4
jessquiza|	56542535156		2012	|	9	|	01	|	198	|	01:198:111	|	2	|	2	|	COR	|	2
dylkohan|	14278963524		2012	|	9	|	01	|	198	|	01:198:214	|	1	|	3	|	COR	|	4
dylkohan|	14278963524		2012	|	9	|	01	|	198	|	01:198:205	|	2	|	3	|	COR	|	3
juano|	65254232156		2012	|	9	|	01	|	198	|	01:198:107	|	3	|	1	|	ARC	|	1
jscalvano|	12700000023		2012	|	9	|	01	|	198	|	01:198:111	|	3	|	4	|	ARC	|	2
jscalvano|	12700000023		2012	|	9	|	01	|	198	|	01:198:107	|	1	|	4	|	ARC	|	3
jscalvano|	12700000023		2012	|	9	|	01	|	198	|	01:198:214	|	2	|	4	|	ARC	|	3
joshbeni|	14565234437		2012	|	9	|	01	|	198	|	01:198:107	|	2	|	4	|	ARC	|	2
joshbeni|	14565234437		2012	|	9	|	01	|	198	|	01:198:205	|	1	|	4	|	ARC	|	2
joshbeni|	14565234437		2012	|	9	|	01	|	198	|	01:198:111	|	2	|	4	|	ARC	|	2
pquiza|	14123243437		2012	|	9	|	01	|	198	|	01:198:214	|	2	|	4	|	ARC	|	2
pquiza|	14123243437		2012	|	9	|	01	|	198	|	01:198:334	|	3	|	4	|	ARC	|	3
lowgpa1|	12345251243		2012	|	9	|	01	|	198	|	01:198:314	|	1	|	2	|	ARC	|	3
lowgpa2|	23545853793		2012	|	9	|	01	|	198	|	01:198:314	|	1	|	2	|	ARC	|	3
notcs1|	78235423544		2012	|	9	|	01	|	198	|	01:198:314	|	1	|	4	|	ARC	|	3
notcs2|	45445367891		2012	|	9	|	01	|	198	|	01:198:314	|	1	|	4	|	ARC	|	2
noprereq1|	12321232145		2012	|	9	|	01	|	198	|	01:198:111	|	1	|	2	|	ARC	|	2
noprereq2|	12355365884		2012	|	9	|	01	|	198	|	01:198:111	|	1	|	2	|	ARC	|	2
lowprereqgpa1|	12545468612		2012	|	9	|	01	|	198	|	01:198:314	|	2	|	2	|	ARC	|	1
lowprereqgpa1	54252354234		2012	|	9	|	01	|	198	|	01:198:314	|	1	|	2	|	ARC	|	3
